key,zh-cn,zh-tw,en,ja
search-record.statistics,问答统计,問答統計,Question and Answer Statistics,問答統計
search-record.statistics_time,数据统计时间：,數據統計時間：,Data Statistics Time: ,數據統計時間：
search-record.thinking_way,思考方式,思考方式,Thinking Way,思考方式
search-record.time,提问时间,提問時間,Time,提問時間
search-record.total_count,AI搜索总数,AI搜索總數,Total AI Search Count,AI搜索總數
search-record.total_count_unit,次,次,times,次
search-record.user,提问人,提問人,User,提問人
search-record.message_count,消息数量,消息數量,Message Count,メッセージ数
search-record.conversation_total_count,会话总数,會話總數,Conversation Total Count,会話総数
search-record.token_consumption,Token消耗,Token消耗,Token Consumption,Token消費
search-record.avg_response_time,平均响应时间,平均響應時間,Average Response Time,平均応答時間
search-record.overall_time,整体耗时,整體耗時,Overall Time,全体消費時間
search-record.message_count_tip,截止到统计日期，用户提问与工作台回复消息总数,截止到統計日期，用戶提問與工作台回復消息總數,Up to the statistics date, the total number of user questions and work AI reply messages,統計日付まで、ユーザーの質問とワークAIの返信メッセージの総数
search-record.conversation_total_count_tip,截止到统计日期，用户提问的独立会话次数,截止到統計日期，用戶提問的獨立會話次數,Up to the statistics date, the total number of unique user questions,統計日付まで、ユーザーの質問の独立会話数
search-record.token_consumption_tip,截止到统计日期，所消耗的 Token 总数,截止到統計日期，所消耗的 Token 總數,Up to the statistics date, the total number of tokens consumed,統計日付まで、消費されたトークンの総数
search-record.avg_response_time_tip,截止到统计日期，从接收请求到返回结果的平均耗时,截止到統計日期，从接收請求到返回結果的平均耗時,Up to the statistics date, the average time from receiving the request to returning the result,統計日付まで、受信要求から結果を返すまでの平均応答時間
search-record.source,接入方式,接入方式,Source,アクセス方法
search-record.source_h5,Web/H5网页,Web/H5網頁,Web/H5,Web/H5
search-record.source_api,API接入,API接入,API Access,API接続
search-record.source_web,前台使用,前台使用,Frontend,フロントエンド
search-record.source_console,后台使用,后台使用,Backend,フロントエンド
second,秒,秒,Second,秒
select_agent,选择智能体,選擇智能體,Select Agent,エージェントを選択
selected_tip,已选择 {total} 个,已選擇 {total} 個,Selected {total} items,選択済み {total} 個
send,发送,發送,Send,送信
service.consult_name,首席客服顾问,首席客服顧問,Chief Customer Service Consultant,首席顧客サービスコンサルタント
service.desc_1,您好，扫码联系您的专属顾问，,您好，掃碼聯繫您的專屬顧問，,"Hello, scan the QR code to contact your exclusive consultant",お好きなタイミングでお問い合わせください
service.desc_2,开通使用,開通使用,Activate and Use,開通使用
service.desc_3,您好，微信扫码联系您的专属顾问，,您好，微信掃碼聯繫您的專屬顧問，,"Hello, scan the WeChat QR code to contact your exclusive consultant,","こんにちは、WeChat の QR コードをスキャンして専属コンサルタントに連絡してください,"
service.title,立即开通,立即開通,Activate Now,即時開通
service_expired_time,服务到期,服務到期,Service Expiration,サービス期限
setting,已设置,已設置,Configured,設定済み
shared_account,共享账号,共享帳號,Shared Account,共有アカウント
silicon_flow,硅基流动,硅基流動,Silicon Flow,シリコンフロー
software_style,软件风格,軟件風格,Software Style,ソフトウェアスタイル
sort,排序,排序,Sort,ソート
space.all_members,全体成员,全體成員,All Members,全員
space.capacity,容量,容量,Capacity,容量
space.delete_confirm,确定删除空间吗,,Are you sure to delete the space?,
space.delete_confirm_warning,请注意！本操作将清空该空间里的所有内容。,,Please note! This operation will clear all content in the space.,
space.delete_confirm_input_hint,请输入需要删除的空间名称：{name},,Please enter the space name to be deleted: {name},
space.delete_confirm_tip_placeholder,请输入要删除的空间名称,,Please enter the space name to be deleted,
space.delete_tip,当前空间中有{total}个知识库，请先清空知识库后再删除空间,當前空間中有{total}個知識庫，請先清空知識庫後再刪除空間,"There are {total} knowledge bases in the current space, please clear the knowledge bases before deleting the space",現在の空間に{total}個の知識があります。知識を先に削除してから空間を削除してください
space.description,简介,簡介,Description,説明
space.description_placeholder,请输入简介,請輸入簡介,Please enter description,説明を入力してください
space.document,文档,文件,Document,ドキュメント
space.icon,图标,圖標,Icon,アイコン
space.invisible,不可见,不可見,Invisible,不可見
space.member_and_permission,成员与权限,成員與權限,Member and Permission,メンバーと権限
space.name,知识空间,空間,Team Space Name,空間
space.name_placeholder,请输入空间名称,請輸入空間名稱,Please enter space name,空間名を入力してください
space.non_space_member_can_view,非空间成员也可看查看，并主动申请加入空间内知识库,非空間成員也可看查看，並主動申請加入空間內知識庫,"Non-space members can also view, and actively apply to join the knowledge base in the space",非空間メンバー也可以查看，並主動申請加入空間內知識庫
space.only_space_member_can_view,仅空间成员可查看，只有获得链接的成员才能申请加入空间内知识库,僅空間成員可查看，只有獲得鏈接的成員才能申請加入空間內知識庫,"Only space members can view, only members who obtain the link can apply to join the knowledge base in the space",僅空間メンバー可查看，只有獲得鏈接的成員才能申請加入空間內知識庫
space.search_placeholder,输入空间名称,輸入空間名稱,Enter Space Name,空間名を入力してください
space.system,系统,系統,System,システム
space.system_space_delete_tip,系统空间，无法删除,系統空間，無法刪除,"System space, cannot be deleted",システム空間、削除できません
space.title,空间管理,空間管理,Team Space,空間
space.used,已使用,已使用,Used,使用済み
space.visibility_setting,可见性设置,可見性設置,Visibility Setting,可見性設定
space.visible,可见,可見,Visible,可見
sso.API_documentation,API文档,API 文件,API Documentation,APIドキュメントです
sso.access_desc,需要{title}管理员扫码安装,需要{title}管理員掃碼安裝,Need {title} administrator scan the code and install,需要{title}管理員掃碼安裝
sso.access_desc_v2,已有{title}可直接扫码授权，尚未注册{title}请先注册,已有{title}可直接掃碼授權，尚未註冊{title}請先註冊,Existing {title} can scan code to authorize directly; unregistered {title} please register first,已有{title}可直接掃碼授權，尚未註冊{title}請先註冊
sso.access_method,接入方式：,接入方式：,Access Method: ,アクセス方法です:
sso.access_setting,接入设置,接入設定,Access Settings,アクセス設定です
sso.access_title,接入{title},接入{title},Access {title},接入{title}
sso.ad_ldap.abbr_title,AD/LDAP,AD/LDAP,AD/LDAP,AD/LDAP
sso.ad_ldap.access_desc,绑定 AD/LDAP 后，可导入 AD/LDAP 成员目录，实现 AD/LDAP 账号单点登录 53Hub,綁定 AD/LDAP 後，可導入 AD/LDAP 成員目錄，實現 AD/LDAP 帳號單點登錄 53Hub,"After binding AD/LDAP, you can import the AD/LDAP member directory and realize single sign-on for AD/LDAP accounts in 53Hub",綁定 AD/LDAP 後，可導入 AD/LDAP 成員目錄，實現 AD/LDAP 帳號單点登錄 53Hub
sso.ad_ldap.access_title,接入AD/LDAP,接入AD/LDAP,Access AD/LDAP,接入AD/LDAP
sso.ad_ldap.title,AD/LDAP,AD/LDAP,AD/LDAP,AD/LDAP
sso.api_access.access_desc,通过API鉴权实现单点登录，用户点击链接就能直接完成登录，无需手动输入账号密码,通过API鉴权实现单点登录，用户点击链接就能直接完成登录，无需手动输入账号密码,Single sign-on is achieved through API authentication. Users can log in directly by clicking the link without manually entering their account and password,API認証によるワンポイントログインは、リンクをクリックするだけでログインが完了し、パスワードを手入力する必要がありません
sso.api_access.access_title,API接入,API接入,API Access,API連携
sso.api_access.title,API接入,API接入,API Access,API連携
sso.auth_access,授权接入,授權接入,Authorize Access,授權接入
sso.auth_completed_tip,请确认您已完成应用绑定，确认后将刷新页面,確認您已完成應用綁定，確認後將刷新頁面,Please confirm you have completed app binding; Page will refresh after confirmation,確認您已完成應用綁定，確認後將刷新頁面
sso.authorized_enterprise,授权企业,授權企業,Authorized Enterprise,授權企業
sso.bind_member,关联成员,關聯成員,Associate Member,メンバーを関連付ける
sso.bind_member_tip,确定将该成员关联到当前用户吗？,確定將該成員關聯到當前用戶嗎？,Confirm associating this member with the current user?,このメンバーを現在のユーザーに関連付けますか？
sso.dingtalk.abbr_title,钉钉,釘釘,DingTalk,釘釘
sso.dingtalk.access_desc,创建企业内部应用实现接入,創建企業內部應用實現接入,Create a enterprise internal application to achieve access,創建企業內部應用實現接入
sso.dingtalk.access_title,接入钉钉,接入釘釘,Access DingTalk,接入釘釘
sso.dingtalk.sync_desc,完成钉钉授权的绑定后，可绑定钉钉账号源，导入钉钉成员目录,完成釘釘授權的綁定後，可綁定釘釘賬號源，導入釘釘成員目錄,"After completing the DingTalk authorization binding, you can bind the DingTalk account source to import the DingTalk member directory",完成釘釘授權の綁定後，可綁定釘釘賬號源，導入釘釘成員目錄
sso.dingtalk.sync_tip,已同步钉钉组织架构,已同步釘釘組織架構,The DingTalk organizational structure has been synchronized.,DingTalk の組織構造が同期されました。
sso.dingtalk.title,钉钉,釘釘,DingTalk,釘釘
sso.enable_encryption,启用加密：,啟用加密：,Enable Encryption: ,暗号化を可能にします：
sso.feishu.abbr_title,飞书,飛書,Feishu,飛書
sso.feishu.access_desc,企业管理员扫码安装接入,企業管理員掃碼安裝接入,Enterprise administrator scans the code to install and access,企業管理員掃碼安裝接入
sso.feishu.access_title,接入飞书,接入飛書,Access Feishu,接入飛書
sso.feishu.sync_desc,完成飞书授权的绑定后，可绑定飞书账号源，导入飞书成员目录,完成飛書授權的綁定後，可綁定飛書賬號源，導入飛書成員目錄,"After completing the Feishu authorization binding, you can bind the Feishu account source to import the Feishu member directory",完成飛書授權の綁定後，可綁定飛書賬號源，導入飛書成員目錄
sso.feishu.title,飞书,飛書,Feishu,飛書
sso.goto_access,前往{title}授权,前往{title}授權,Go to {title} authorization,前往{title}授權
sso.goto_register,去注册{title},去註冊{title},Go to register {title},去註冊{title}
sso.method_tip1,1、通过一个跳转完成用户身份鉴权实现单点登录,1、透過一個跳轉完成使用者身份鑑權實現單點登入,1. Single sign-on is achieved by completing user identity authentication through a single jump,1、1つのジャンプでユーザ識別認証を完了してシングルサインオンを実現します
sso.method_tip2,2、链接格式为：,2、連結格式為：,2. The link format is: ,2、リンク形式は次の通りです：
sso.method_tip3,3、参数说明：,3、參數說明：,3. Parameter description: ,3、パラメータ説明です：
sso.organization_sync,组织同步,組織同步,Organization Sync,組織同步
sso.save_success,保存成功,儲存成功,Saved Successfully,保存成功です
sso.sign_tip,是由 timestamp={timestamp}&username={username} 拼接上Sercet的md5值,是由 timestamp={timestamp}&username={username} 拼接上Sercet的md5值,It is an md5 value of Sercet concatenated from timestamp={timestamp}&username={username},timestamp={timestamp}&username={username}をつなぎ合わせたSercetのmd5値です
sso.sync_cancel,取消同步将会恢复到最初始组织状态,取消同步將會恢復到最初始組織狀態,Canceling sync will restore to initial org state,取消同步將會恢復到最初始組織狀態
sso.sync_cancel_tip,取消同步,取消同步,Cancel synchronization,取消同步
sso.sync_confirm,同步后{title}组织将会覆盖当前组织，不可恢复,同步後{title}組織將會覆蓋當前組織，不可恢復,"After sync, {title} organization will overwrite current organization and cannot be recovered",同步後{title}組織將會覆蓋當前組織，不可恢復
sso.sync_corp,同步企业,同步企業,Sync Enterprise,同期企業
sso.timestamp_tip,当前时间戳（这个链接10分钟失效）,當前時間戳（這個鏈接 10 分鐘失效）,Current timestamp (This link will expire in 10 minutes),現在のタイムスタンプ(このリンクは10分で無効になります)
sso.title,单点登录,單點登錄,Single Sign-On,シングルサインオン
sso.unauthorized,解除授权,解除授權,Revoke Authorization,解除授權
sso.unbind_member,取消关联,取消關聯,Cancel Association,メンバーを関連付け解除する
sso.unbind_member_tip,确定取消关联该成员吗？,確定取消關聯該成員嗎？,Confirm canceling association with this member?,このメンバーを関連付け解除しますか？
sso.username_tip,可以是手机或邮箱,可以是手機或郵箱,a mobile phone or an email address,携帯電話でもメールでもかまいません
sso.wecom.abbr_title,企微,企微,WeCom,企微
sso.wecom.access_desc,企业微信管理员扫码安装接入,企業微信管理員掃碼安裝接入,WeCom administrator scans the code to install and access,企業微信管理員掃碼安裝接入
sso.wecom.access_title,接入企微,接入企微,Access WeCom,接入企微
sso.wecom.sync_desc,完成企业微信凭据授权的绑定后，可绑定企业微信账号源，导入企业微信成员目录,完成企業微信憑據授權的綁定後，可綁定企業微信賬號源，導入企業微信成員目錄,"After completing the WeCom credential authorization binding, you can bind the WeCom account source to import the WeCom member directory",完成企業微信憑據授權の綁定後，可綁定企業微信賬號源，導入企業微信成員目錄
sso.wecom.sync_tip,已同步企业微信组织架构,已同步企業微信組織架構,Enterprise WeCom organization structure has been synchronized,企業微信組織構造が同期されています
sso.wecom.title,企业微信,企業微信,WeCom,企業微信
start_running,开始运行,開始運行,Start Running,実行開始
start_time,开始时间,開始時間,Start Time,開始時間
subscription.end_at,服务期限,服務期至,Subscription End At,サブスクリプション期限
subscription.title,订阅服务,訂閱,Subscription,サブスクリプション
subscription.transfer_desc,删除以下订阅服务，并将订阅用户迁移至新的订阅服务,刪除以下訂閱服務，並將訂閱用戶遷移至新的訂閱服務,Delete the following subscription service and migrate the subscription users to the new subscription service,以下のサブスクリプションを削除し、ユーザーを新しいサブスクリプションに移行します
subscription.transfer_title,订阅删除,訂閱刪除,Delete Subscription,サブスクリプション削除
subscription.transfer_to,迁移至,遷移至,Migrate To,移行先
subscription.user_high,高端用户,高端用戶,Premium User,プレミアムユーザー
subscription.user_normal,普通用户,普通用戶,Normal User,一般ユーザー
suggested_questions,提问引导,提問引導,Suggested Questions,提問引導
summary,摘要,摘要,Summary,要約
support_image,支持图片,支持圖片,Image Supported,画像をサポート
sync_output_variable,同步输出变量,同步輸出變數,Synchronized Output Variable,同期出力変数（どうきしゅつりょくへんすう）
system_log.log_action,动作,動作,Action,動作
system_log.log_ip,IP,IP,IP,IP
system_log.log_label,日志,日誌,Log,ログ
system_log.log_module,模块,模塊,Module,モジュール
system_log.log_operator,操作人,操作人,Operator,操作人
system_log.log_time,时间,時間,Time,時間
table_footer_text,共有 {total} 条,共有 {total} 條,Total {total} items,全てのグループ {total} 件
template_option_label.doubao,豆包风格,豆包風格,Doubao Style,豆包風格
template_option_label.independent,独立站,獨立站,Independent Site,独立サイト
template_option_label.kimi,Kimi风格,Kimi風格,Kimi Style,Kimi風格
template_option_label.mita,秘塔风格,秘塔風格,Mita Style,秘塔風格
template_option_label.portal,AI门户,AI門戶,AI Portal,AIポータル
template_style.nav_bg_color,导航背景,導航背景,Navigation Background,ナビゲーション背景
template_style.nav_text_color,导航文本,導航文本,Navigation Text,ナビゲーションテキスト
template_style.page_footer_bg_color,页脚背景,頁腳背景,Footer Background,ページフッター背景
template_style.page_footer_text_color,页脚文本,頁腳文本,Footer Text,ページフッターテキスト
template_style.software,软件风格,軟件風格,Software Style,ソフトウェアスタイル
template_style.text_color,文本颜色,文本顏色,Text Color,テキストカラー
template_style.theme_color,主题色,主題色,Primary Color,テーマカラー
template_style.theme_color_v2,主题颜色,主題顏色,Theme Color,テーマカラー
template_style.website,网站风格,網站風格,Website Style,ウェブサイトスタイル
template_style.website_style,站点风格,網站風格,Site Style,ウェブサイトスタイル
tip,提示,提示,Tip,ヒント
title,标题,標題,Title,タイトル
tongyi,通义千问,通義千問,TongyiQianWen,通義千問
tool_config,工具配置,工具配置,Tool Config,ツール設定
type,类型,類型,Type,タイプ
unit_messages,条信息,條信息,Messages,メッセージ
unit_messages_v2,条,條,piece,件
update_time,更新时间,更新時間,Update Time,更新日時
updated_at,更新于,更新於,Updated at,更新日時
upload_pem_file_tip,请上传pem文件,請上傳pem文件,Please upload pem file,pemファイルをアップロードしてください
usage_case,使用案例,使用案例,Usage Case,使用例
usage_case_desc,为你的应用添加使用案例，让用户更加容易上手,為你的應用添加使用案例，讓用戶更加容易上手,Add usage cases to your application to make it easier for users to get started,アプリケーションに使用例を追加して、ユーザーがより容易に開始できるようにします
usage_guide,使用指引,使用指引,Usage Guide,使用ガイド
usage_guide_desc,使用说明,使用指引,Usage Guide,使用ガイド
usage_range,使用范围,使用範圍,Usage Range,使用範囲
usage_record,使用记录,使用記錄,Usage Record,使用記録
usage_scene,使用场景,使用場景,Usage Scene,使用シナリオ
usage_scene_desc,为你的应用添加更多使用场景,為你的應用添加更多使用場景,Add more usage scenes to your application,アプリケーションに使用シナリオを追加して、ユーザーがより容易に開始できるようにします
user,用户,用戶,User,ユーザー
user/mobile,用户/手机号,用戶/手機號,User/Mobile,ユーザー/携帯電話番号
user_info,用户信息,用戶信息,User Info,ユーザー情報
user_register,用户注册,用戶註冊,User Register,ユーザー登録
username,用户名,用戶名,Username,ユーザー名
variable_type.array_audio,数组音频,陣列音頻,Array Audio,配列オーディオ
variable_type.array_file,数组文件,陣列檔案,Array File,配列ファイル
variable_type.array_image,数组图片,陣列圖片,Array Image,配列画像
variable_type.array_text,数组文本,陣列文本,Array Text,配列テキスト
variable_type.array_video,数组视频,陣列視頻,Array Video,配列ビデオ
variable_type.audio,音频,音频,Audio,オーディオ
variable_type.date,日期,日期,Date,日付
variable_type.file,文件,文件,File,ファイル
variable_type.image,图片,图片,Image,画像
variable_type.inputNumber,数字,数字,Number,数字
variable_type.markdown,Markdown,Markdown,Markdown,マークダウン
variable_type.select,选项,选项,Select,セレクト
variable_type.tag,标签,标签,Tag,タグ
variable_type.text,单行文本,单行文本,Text,テキスト
variable_type.textarea,多行文本,多行文本,Textarea,テキストエリア
variable_type.video,视频,视频,Video,ビデオ
verification_code,验证码,驗證碼,Verification Code,検証コード
verification_code_placeholder,请输入验证码,請輸入驗證碼,Please enter verification code,検証コードを入力してください
version.agent_limit,智能体添加数量达上限，请升级后尝试添加,智能體添加數量達上限，請升級後嘗試添加,The number of agents added has reached the upper limit. Please Upgrade to Add,アジェント追加制限、アップグレードして追加してください
version.knowledge_limit,知识空间添加数量达上限，请升级后尝试添加,知識庫添加數量達上限，請升級後嘗試添加,The number of knowledge bases added has reached the upper limit. Please Upgrade to Add,知識ベース追加制限、アップグレードして追加してください
version.not_support,当前版本不支持,當前版本不支持,Current Version Not Supported,現在のバージョンはサポートされていません
version.scan_consult,扫码咨询,掃碼咨詢,Scan Code for Consultation,スキャン相談
version.title,版本,版本,Version,バージョン
version.upgrade,升级版本,升級版本,Upgrade Version,アップグレードバージョン
version.upgrade_hide_logo,升级至企业版，开启隐藏技术支持Logo,升級至企業版，開啟隱藏技術支援 Logo,Upgrade to the enterprise version to enable hiding the technical support logo,エンタープライズ版にアップグレードし、技術サポートのロゴを非表示にする機能を有効にします
version.upgrade_renew,升级版本/续期,升級版本/續期,Upgrade version/Renew,バージョンアップ / 更新
version.upgrade_tip,升级提示,升級提示,Upgrade Tip,アップグレードヒント
visible_range,可见范围,可見範圍,Visible Range,表示範囲
volcengine,火山方舟,火山引擎,Volcengine,Volcengine
volcengine_agent_get_tip,"前往火山引擎（{ url }）
第一步：登录火山方舟，点击进入我的应用（{ my_url }）
第二步：点击已有的应用（或创建应用），点复制左上角的bot-xxxxxx（后面有个复制按钮），粘贴到下面表单
第三步：点击右上角“API调用指南”，点击选择API Key并复制，然后复制出一个key粘贴到下面表单","前往火山引擎（{ url }）
第一步：登录火山方舟，点击进入我的应用（{ my_url }）
第二步：点击已有的应用（或创建应用），点复制左上角的bot-xxxxxx（后面有个复制按钮），粘贴到下面表单
第三步：点击右上角“API调用指南”，点击选择API Key并复制，然后复制出一个key粘贴到下面表单","Go to Volcengine ({ url })
 Step 1: Login Volcengine, click to enter My Applications ({my_url})
 Step 2: Click an existing application (or create an application), click to copy bot - xxxxxx in the upper left corner (there is a copy button behind it), and paste it into the form below
 Step 3: Click 'API Call Guide' in the upper right corner, click to select API Key and copy, then copy a key and paste it into the form below.","Volcano Engine（{ url }）にアクセス
手順1：Volcano Arkにログインし、マイアプリケーション（{ my_url }）をクリック
手順2：既存のアプリケーション（または新規作成）をクリックし、左上のbot-xxxxxx（コピーボタンあり）をコピーして下のフォームに貼り付け
手順3：右上の「APIコールガイド」をクリックし、API Keyを選択してコピーし、キーを下のフォームに貼り付け"
website_domain,网站域名,網站域名,Website Domain,サイトドメイン
website_home,网站首页,網站首頁,Website Home,サイトホーム
website_name,网站名称,網站名稱,Web Name,サイト名
website_style,网站风格,網站風格,Website Style,ウェブサイトスタイル
website_version.enterprise,企业版,企業版,Enterprise Version,エンタープライズ版
website_version.flagship,旗舰版,旗舰版,Flagship Version,フラグシップ版
website_version.free,创业版,創業版,Startup Version,スタートアップ版
website_version.standard,专业版,專業版,Professional Version,プロフェッショナル版
wechat,微信,微信,WeChat,WeChat
wechat_payment.api_guide.step_1,1、登录微信支付商户平台，进入【账户中心 - 账户设置 - API安全】，点击【APIv3密钥】,1、登錄微信支付商戶平台，進入【賬戶中心 - 賬戶設置 - API安全】，點擊【APIv3密鑰】,"1、Login to WeChat Pay Merchant Platform, enter【Account Center - Account Settings - API Security】, click【APIv3 Key】",1、登錄微信支付商戶平台，進入【賬戶中心 - 賬戶設置 - API安全】，點擊【APIv3密鑰】
wechat_payment.api_guide.step_2,2、在弹出窗口中点击“已沟通”，输入一个32位的随机密钥（包含数字及大小写字母），点击获取短信验证码，输入验证码后点击“确认”，即可设置成功。,2、在彈出窗口中點擊“已溝通”，輸入一個32位的隨機密鑰（包含數字及大小寫字母），點擊獲取短信驗證碼，輸入驗證碼後點擊“確認”，即可設置成功。,"2、In the pop-up window, click “I have communicated”, input a 32-bit random key (containing numbers and uppercase and lowercase letters), click Get SMS Verification Code, input the verification code and click “Confirm”, then set successfully.","2、在彈出窗口中點擊""已溝通""，輸入一個32位的隨機密鑰（包含數字及大小寫字母），點擊獲取短信驗證碼，輸入驗證碼後點擊""確認""，即可設置成功。"
wechat_payment.api_guide.title,如何获取APIV3密钥,如何獲取APIV3密鑰,How to get APIv3 Key,APIV3密鑰の取得方法
wechat_payment.app_guide.step_1,1、在微信支付商户平台的【产品中心 - AppID账号管理】中点击“关联APPID”，将之前获取的微信公众号或小程序的APPID填入并确认关联。登录微信开放平台，在消息中心中同意关联。,1、在微信支付商戶平台的【產品中心 - AppID賬號管理】中點擊“關聯APPID”，將之前獲取的公眾號或小程序的APPID填入並確認關聯。登錄微信開放平台，在消息中心中同意關聯。,"1、In the WeChat Pay Merchant Platform, go to [Product Center - AppID Account Management] and click ""Associate APPID"". Fill in the APPID of the previously obtained WeChat Official Account or Mini Program and confirm the association. Log in to the WeChat Open Platform and agree to the association in the Message Center.","1、在微信支付商戶平台的【產品中心 - AppID賬號管理】中點擊""關聯APPID""，將之前獲取的公眾號或小程序的APPID填入並確認關聯。登錄微信開放平台，在消息中心中同意關聯。"
wechat_payment.app_guide.step_2,"2、将已关联的APPID，复制填入表单。

补充：如果还未关联任何公众号，则需要先关联公众号，操作方法：点击关联AppID","2、將已關聯的APPID，複製填入表單。

補充：如果還未關聯任何公眾號，則需要先關聯公眾號，操作方法：點擊關聯AppID","2、Copy the associated APPID and fill it into the form.

 note: If no Official Account has been associated yet, you need to associate an Official Account first. Operation method: Click to associate AppID","2、將已關聯的APPID，複製填入表單。

補充：如果還未關聯任何公眾號，則需要先關聯公眾號，操作方法：點擊關聯AppID"
wechat_payment.app_guide.step_3,然后登录微信公众平台（{url}），进入公众号后台，在【设置与开发 - 基本配置】中获取开发者ID（AppID）。如果是小程序，可在微信公众平台的小程序管理后台获取小程序APPID。,然後登錄微信公眾平台（{url}），進入公眾號後台，在【設置與開發 - 基本配置】中獲取開發者ID（AppID）。如果是小程序，可在微信公眾平台的小程序管理後台獲取小程序APPID。,"Then log in to the WeChat Official Platform ({url}), enter the Official Account backend, and obtain the Developer ID (AppID) in [Settings and Development - Basic Configuration]. If it's a Mini Program, you can obtain the Mini Program APPID in the Mini Program management backend of the WeChat Official Platform.",然後登錄微信公眾平台（{url}），進入公眾號後台，在【設置與開發 - 基本配置】中獲取開發者ID（AppID）。如果是小程序，可在微信公眾平台的小程序管理後台獲取小程序APPID。
wechat_payment.app_guide.title,如何获取APPID,如何獲取APPID,How to get APPID,APPIDの取得方法
wechat_payment.cert_guide.step_1,1、登录微信支付商户平台，进入【账户中心 - API安全】，申请新证书。按照指引【下载证书工具】，将获得的请求串复制至文本框，点击下一步。,1、登錄微信支付商戶平台，進入【賬戶中心 - 賬戶設置 - API安全】，點擊【APIv3密鑰】,"1、Log in to the WeChat Pay Merchant Platform, go to [Account Center - API Security], and apply for a new certificate. Follow the guide [Download Certificate Tool], copy the obtained request string to the text box, and click Next.",1、登錄微信支付商戶平台，進入【賬戶中心 - 賬戶設置 - API安全】，點擊【APIv3密鑰】
wechat_payment.cert_guide.step_2,2、申请后，下载apiclient_cert.pem（证书文件）和apiclient_key.pem（私钥文件）。,2、在彈出窗口中點擊“已溝通”，輸入一個32位的隨機密鑰（包含數字及大小寫字母），點擊獲取短信驗證碼，輸入驗證碼後點擊“確認”，即可設置成功。,"2、After applying, download apiclient_cert.pem (certificate file) and apiclient_key.pem (private key file).","2、在彈出窗口中點擊""已溝通""，輸入一個32位的隨機密鑰（包含數字及大小寫字母），點擊獲取短信驗證碼，輸入驗證碼後點擊""確認""，即可設置成功。"
wechat_payment.cert_guide.title,如何获取支付证书文件与密钥,如何获取支付证书文件与密钥,How to Obtain Payment Certificate Files and Keys,証書の取得方法
wechat_payment.mch_guide.step_1,1、登录微信支付官网（{url}）,1、登錄微信支付官網（{url}）,1、Login to WeChat Pay Merchant Platform（{url}）,1、WeChat Pay Merchant Platform（{url}）にログインします
wechat_payment.mch_guide.step_2,2、微信支付商户号可在微信支付商户平台的【账户中心 - 商户信息】中查看。,2、微信支付商戶號可在微信支付商戶平台的【賬戶中心 - 商戶信息】中查看。,2、WeChat Pay Merchant ID can be viewed in the【Account Center - Merchant Information】of WeChat Pay Merchant Platform.,2、WeChat Pay Merchant ID can be viewed in the【Account Center - Merchant Information】of WeChat Pay Merchant Platform.
wechat_payment.mch_guide.step_3,补充：如果还不是微信支付商家，可在登录首页点击成为商家，注册申请微信支付商户号，按照提示填写企业相关信息，如营业执照、对公账户等，提交审核。审核通过后，即可获得微信支付商户号。,補充：如果還不是微信支付商家，可在登錄首頁點擊成為商家，註冊申請微信支付商戶號，按照提示填寫企業相關信息，如營業執照、對公賬戶等，提交審核。審核通過後，即可獲得微信支付商戶號。,"Note:If you are not a WeChat Pay merchant yet, you can click 'Become a Merchant' on the login homepage, register and apply for a WeChat Pay merchant number, fill in relevant enterprise information as prompted, such as business license, corporate account, etc., and submit for review. After passing the review, you can obtain a WeChat Pay merchant number .","Note: If you are not a WeChat Pay merchant, you can click to become a merchant on the login page, register and apply for a WeChat Pay Merchant ID, fill in the enterprise related information such as营业执照、对公账户等, submit for review. After approval, you can get the WeChat Pay Merchant ID."
wechat_payment.mch_guide.title,如何获取微信支付商户号,如何獲取微信支付商戶號,How to get WeChat Pay Merchant number,WeChat Pay Merchant IDの取得方法
wechat_payment.serial_guide.step_1,1、在微信支付商户平台的【账户中心 - API安全 】中查看证书的序列号。,1、在微信支付商户平台的【账户中心 - API安全 】中查看证书的序列号。,1、View the certificate serial number in [Account Center - API Security] of the WeChat Pay Merchant Platform.,1、登錄微信支付商戶平台，進入【賬戶中心 - 賬戶設置 - API安全】，點擊【APIv3密鑰】
wechat_payment.serial_guide.title,如何获取证书序列号,如何获取证书序列号,How to get Certificate Serial Number,証書序列号の取得方法
workspace,工作空间,工作空間,Workspace,ワークスペース
year,年,年,Year,年
yuanqi,腾讯元器,腾讯元器,Tencent Yuanqi,Tencent Yuanqi
